No.     Time           Source                Destination           Protocol Length Info
    423 850.465750     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     1239   Standard query response 0x0000 TXT, cache flush PTR Jinseob’s MacBook Pro._airplay._tcp.local TXT, cache flush PTR 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local TXT, cache flush PTR _companion-link._tcp.local PTR Jinseob’s MacBook Pro._companion-link._tcp.local TXT SRV, cache flush 0 0 51411 Jinseobs-MacBook-Pro.local NSEC, cache flush Jinseob’s MacBook Pro._airplay._tcp.local NSEC, cache flush 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local NSEC, cache flush Jinseob’s MacBook Pro._companion-link._tcp.local OPT
    424 850.616529     149.43.220.33         224.0.0.251           MDNS     173    Standard query response 0x0000 AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    425 850.616598     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     193    Standard query response 0x0000 AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    426 850.759507     149.43.220.33         107.20.137.119        TLSv1.2  101    [TCP ACKed unseen segment] , Application Data
    427 850.763165     149.43.220.33         23.22.254.206         TLSv1.2  419    Application Data
    428 850.770084     149.43.220.33         23.22.254.206         TLSv1.2  1066   Application Data
    429 850.773035     149.43.220.33         17.253.20.125         NTP      90     NTP Version 4, client
    430 850.788054     17.253.20.125         149.43.220.33         NTP      90     NTP Version 4, server
    431 850.789935     149.43.220.33         17.253.14.123         NTP      90     NTP Version 4, client
    432 850.797557     149.43.220.33         149.43.134.83         DNS      86     Standard query 0xef65 HTTPS calendars.fe.apple-dns.net
    433 850.797692     149.43.220.33         149.43.134.83         DNS      86     Standard query 0x4068 A calendars.fe.apple-dns.net
    434 850.799801     17.253.14.123         149.43.220.33         NTP      90     NTP Version 4, server
    435 850.802929     149.43.134.83         149.43.220.33         DNS      162    Standard query response 0xef65 HTTPS calendars.fe.apple-dns.net SOA ns-287.awsdns-35.com
    436 850.802930     149.43.134.83         149.43.220.33         DNS      214    Standard query response 0x4068 A calendars.fe.apple-dns.net A 17.248.241.207 A 17.248.241.139 A 17.248.185.201 A 17.248.241.77 A 17.248.241.138 A 17.248.185.237 A 17.248.241.175 A 17.248.241.202
    437 850.804988     149.43.220.33         17.253.14.253         NTP      90     NTP Version 4, client
    438 850.806940     149.43.220.33         17.248.241.207        TCP      78     59299 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3907520881 TSecr=0 SACK_PERM=1
    439 850.813397     17.253.14.253         149.43.220.33         NTP      90     NTP Version 4, server
    440 850.816325     149.43.220.33         149.43.134.83         DNS      89     Standard query 0x2cfb HTTPS apidata.googleusercontent.com
    441 850.816381     149.43.220.33         149.43.134.83         DNS      89     Standard query 0x8941 A apidata.googleusercontent.com
    442 850.818099     149.43.220.33         149.43.134.83         DNS      83     Standard query 0x4ade HTTPS caldav.fe.apple-dns.net
    443 850.818194     149.43.220.33         149.43.134.83         DNS      83     Standard query 0x15df A caldav.fe.apple-dns.net
    444 850.819953     149.43.134.83         149.43.220.33         DNS      155    Standard query response 0x8941 A apidata.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.251.32.97
    445 850.819954     149.43.134.83         149.43.220.33         DNS      199    Standard query response 0x2cfb HTTPS apidata.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com
    446 850.820425     149.43.220.33         149.43.134.83         DNS      96     Standard query 0x2bb9 HTTPS googlehosted.l.googleusercontent.com
    447 850.820984     149.43.134.83         149.43.220.33         DNS      159    Standard query response 0x4ade HTTPS caldav.fe.apple-dns.net SOA ns-287.awsdns-35.com
    448 850.820984     149.43.134.83         149.43.220.33         DNS      211    Standard query response 0x15df A caldav.fe.apple-dns.net A 17.248.185.229 A 17.248.241.211 A 17.248.241.178 A 17.248.241.81 A 17.248.241.203 A 17.248.185.197 A 17.248.241.242 A 17.248.241.202
    449 850.822559     149.43.220.33         17.248.185.229        TCP      78     59300 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2928687835 TSecr=0 SACK_PERM=1
    450 850.823335     149.43.134.83         149.43.220.33         DNS      156    Standard query response 0x2bb9 HTTPS googlehosted.l.googleusercontent.com SOA ns1.google.com
    451 850.827462     149.43.220.33         142.251.32.97         TCP      78     59301 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3214435064 TSecr=0 SACK_PERM=1
    452 850.827495     149.43.220.33         17.57.144.11          TLSv1.2  134    Application Data
    453 850.828421     149.43.220.33         17.57.144.11          TLSv1.2  98     Application Data
    454 850.836615     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=73 Ack=11193 Win=501 Len=0 TSval=1269041559 TSecr=334637054
    455 850.836616     17.57.144.11          149.43.220.33         TLSv1.2  90     Application Data
    456 850.836758     149.43.220.33         17.57.144.11          TCP      66     59271 → 5223 [ACK] Seq=11225 Ack=97 Win=2047 Len=0 TSval=334637063 TSecr=1269041559
    457 850.838945     142.251.32.97         149.43.220.33         TCP      74     443 → 59301 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 SACK_PERM=1 TSval=3161345064 TSecr=3214435064 WS=256
    458 850.839007     149.43.220.33         149.43.223.255        NBNS     92     Name query NB <01><02>__MSBROWSE__<02><01>
    459 850.839434     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=1 Ack=1 Win=131904 Len=0 TSval=3214435076 TSecr=3161345064
    460 850.839437     149.43.220.33         142.251.32.97         TLSv1.3  583    Client Hello
    461 850.842054     149.43.220.33         149.43.223.255        NBNS     110    Release NB JINSEOBS-MBP<00>
    462 850.844779     149.43.220.33         224.0.0.251           MDNS     170    Standard query 0x0000 PTR _apple-mobdev._tcp.local, "QU" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QU" question PTR _apple-pairable._tcp.local, "QU" question OPT
    463 850.844820     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     190    Standard query 0x0000 PTR _apple-mobdev._tcp.local, "QU" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QU" question PTR _apple-pairable._tcp.local, "QU" question OPT
    464 850.851183     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=3161345077 TSecr=3214435076
    465 850.856883     17.248.241.207        149.43.220.33         TCP      74     443 → 59299 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1386 SACK_PERM=1 TSval=2400048487 TSecr=3907520881 WS=128
    466 850.857332     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=1 Ack=1 Win=131904 Len=0 TSval=3907520931 TSecr=2400048487
    467 850.857334     149.43.220.33         17.248.241.207        TLSv1.2  583    Client Hello
    468 850.860236     142.251.32.97         149.43.220.33         TLSv1.3  1440   Server Hello, Change Cipher Spec
    469 850.860237     142.251.32.97         149.43.220.33         TCP      1440   443 → 59301 [PSH, ACK] Seq=1375 Ack=518 Win=66816 Len=1374 TSval=3161345086 TSecr=3214435076 [TCP segment of a reassembled PDU]
    470 850.860237     142.251.32.97         149.43.220.33         TCP      1440   443 → 59301 [ACK] Seq=2749 Ack=518 Win=66816 Len=1374 TSval=3161345086 TSecr=3214435076 [TCP segment of a reassembled PDU]
    471 850.860475     142.251.32.97         149.43.220.33         TCP      1440   443 → 59301 [PSH, ACK] Seq=4123 Ack=518 Win=66816 Len=1374 TSval=3161345086 TSecr=3214435076 [TCP segment of a reassembled PDU]
    472 850.860475     142.251.32.97         149.43.220.33         TCP      1440   443 → 59301 [ACK] Seq=5497 Ack=518 Win=66816 Len=1374 TSval=3161345086 TSecr=3214435076 [TCP segment of a reassembled PDU]
    473 850.860476     142.251.32.97         149.43.220.33         TLSv1.3  696    Application Data
    474 850.860626     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=518 Ack=4123 Win=127744 Len=0 TSval=3214435097 TSecr=3161345086
    475 850.860628     149.43.220.33         142.251.32.97         TCP      66     [TCP Window Update] 59301 → 443 [ACK] Seq=518 Ack=4123 Win=131072 Len=0 TSval=3214435097 TSecr=3161345086
    476 850.860992     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=518 Ack=7501 Win=127680 Len=0 TSval=3214435097 TSecr=3161345086
    477 850.860994     149.43.220.33         142.251.32.97         TCP      66     [TCP Window Update] 59301 → 443 [ACK] Seq=518 Ack=7501 Win=131072 Len=0 TSval=3214435097 TSecr=3161345086
    478 850.874330     149.43.220.33         142.251.32.97         TLSv1.3  130    Change Cipher Spec, Application Data
    479 850.874742     17.248.185.229        149.43.220.33         TCP      74     443 → 59300 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1386 SACK_PERM=1 TSval=2289709304 TSecr=2928687835 WS=128
    480 850.877375     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=11225 Win=501 Len=0 TSval=1269041601 TSecr=334637054
    481 850.882435     149.43.220.33         142.251.32.97         TLSv1.3  622    Application Data
    482 850.882539     149.43.220.33         142.251.32.97         TCP      1440   59301 → 443 [ACK] Seq=1138 Ack=7501 Win=131072 Len=1374 TSval=3214435119 TSecr=3161345086 [TCP segment of a reassembled PDU]
    483 850.882542     149.43.220.33         142.251.32.97         TCP      740    59301 → 443 [PSH, ACK] Seq=2512 Ack=7501 Win=131072 Len=674 TSval=3214435119 TSecr=3161345086 [TCP segment of a reassembled PDU]
    484 850.882566     149.43.220.33         142.251.32.97         TLSv1.3  333    Application Data
    485 850.883070     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=1 Ack=1 Win=131904 Len=0 TSval=2928687894 TSecr=2289709304
    486 850.883072     149.43.220.33         17.248.185.229        TLSv1.2  583    Client Hello
    487 850.891964     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=7501 Ack=582 Win=66816 Len=0 TSval=3161345117 TSecr=3214435111
    488 850.893351     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=7501 Ack=1138 Win=67840 Len=0 TSval=3161345119 TSecr=3214435119
    489 850.894550     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=7501 Ack=2512 Win=70656 Len=0 TSval=3161345120 TSecr=3214435119
    490 850.894551     142.251.32.97         149.43.220.33         TCP      74     443 → 59301 [ACK] Seq=7501 Ack=3186 Win=73472 Len=0 TSval=3161345120 TSecr=3214435119
    491 850.894551     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=7501 Ack=3453 Win=76288 Len=0 TSval=3161345120 TSecr=3214435119
    492 850.907556     17.248.241.207        149.43.220.33         TCP      66     443 → 59299 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2400048538 TSecr=3907520931
    493 850.908911     17.248.241.207        149.43.220.33         TLSv1.2  1440   Server Hello
    494 850.908912     17.248.241.207        149.43.220.33         TCP      1440   443 → 59299 [PSH, ACK] Seq=1375 Ack=518 Win=64768 Len=1374 TSval=2400048539 TSecr=3907520931 [TCP segment of a reassembled PDU]
    495 850.908912     17.248.241.207        149.43.220.33         TCP      1414   443 → 59299 [PSH, ACK] Seq=2749 Ack=518 Win=64768 Len=1348 TSval=2400048539 TSecr=3907520931 [TCP segment of a reassembled PDU]
    496 850.908913     17.248.241.207        149.43.220.33         TCP      1440   443 → 59299 [ACK] Seq=4097 Ack=518 Win=64768 Len=1374 TSval=2400048539 TSecr=3907520931 [TCP segment of a reassembled PDU]
    497 850.909006     17.248.241.207        149.43.220.33         TLSv1.2  1440   Certificate [TCP segment of a reassembled PDU]
    498 850.909006     17.248.241.207        149.43.220.33         TLSv1.2  1033   Certificate Status, Server Key Exchange, Server Hello Done
    499 850.909029     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=518 Ack=2749 Win=129152 Len=0 TSval=3907520983 TSecr=2400048539
    500 850.909031     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=518 Ack=5471 Win=126400 Len=0 TSval=3907520983 TSecr=2400048539
    501 850.909032     149.43.220.33         17.248.241.207        TCP      66     [TCP Window Update] 59299 → 443 [ACK] Seq=518 Ack=5471 Win=131072 Len=0 TSval=3907520983 TSecr=2400048539
    502 850.909334     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=518 Ack=7812 Win=128704 Len=0 TSval=3907520983 TSecr=2400048539
    503 850.913904     149.43.220.33         17.248.241.207        TLSv1.2  159    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    504 850.920455     149.43.220.33         23.22.254.206         TCP      1419   [TCP Retransmission] 59298 → 443 [PSH, ACK] Seq=1996 Ack=4218 Win=131072 Len=1353 TSval=2505463001 TSecr=3730858728
    505 850.935348     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2289709365 TSecr=2928687894
    506 850.936954     17.248.185.229        149.43.220.33         TLSv1.2  1440   Server Hello
    507 850.936954     17.248.185.229        149.43.220.33         TCP      1440   443 → 59300 [PSH, ACK] Seq=1375 Ack=518 Win=64768 Len=1374 TSval=2289709365 TSecr=2928687894 [TCP segment of a reassembled PDU]
    508 850.936955     17.248.185.229        149.43.220.33         TCP      1414   443 → 59300 [PSH, ACK] Seq=2749 Ack=518 Win=64768 Len=1348 TSval=2289709365 TSecr=2928687894 [TCP segment of a reassembled PDU]
    509 850.936966     17.248.185.229        149.43.220.33         TCP      1440   443 → 59300 [ACK] Seq=4097 Ack=518 Win=64768 Len=1374 TSval=2289709365 TSecr=2928687894 [TCP segment of a reassembled PDU]
    510 850.937359     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=518 Ack=4097 Win=127808 Len=0 TSval=2928687949 TSecr=2289709365
    511 850.937361     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=518 Ack=5471 Win=126400 Len=0 TSval=2928687949 TSecr=2289709365
    512 850.937363     149.43.220.33         17.248.185.229        TCP      66     [TCP Window Update] 59300 → 443 [ACK] Seq=518 Ack=5471 Win=131072 Len=0 TSval=2928687949 TSecr=2289709365
    513 850.938563     17.248.185.229        149.43.220.33         TLSv1.2  1440   Certificate [TCP segment of a reassembled PDU]
    514 850.938564     17.248.185.229        149.43.220.33         TLSv1.2  802    Certificate Status, Server Key Exchange, Server Hello Done
    515 850.940002     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=518 Ack=7581 Win=128960 Len=0 TSval=2928687951 TSecr=2289709365
    516 850.961584     149.43.220.33         17.248.185.229        TLSv1.2  159    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    517 850.964298     17.248.241.207        149.43.220.33         TCP      66     443 → 59299 [ACK] Seq=7812 Ack=611 Win=64768 Len=0 TSval=2400048594 TSecr=3907520988
    518 850.964298     17.248.241.207        149.43.220.33         TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    519 850.964982     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=611 Ack=7863 Win=131008 Len=0 TSval=3907521038 TSecr=2400048595
    520 850.965288     149.43.220.33         17.248.241.207        TLSv1.2  332    Application Data
    521 851.013539     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=7581 Ack=611 Win=64768 Len=0 TSval=2289709443 TSecr=2928687974
    522 851.013539     17.248.185.229        149.43.220.33         TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    523 851.015429     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=611 Ack=7632 Win=131008 Len=0 TSval=2928688027 TSecr=2289709443
    524 851.016358     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=611 Ack=7632 Win=131072 Len=1374 TSval=2928688028 TSecr=2289709443 [TCP segment of a reassembled PDU]
    525 851.016361     149.43.220.33         17.248.185.229        TLSv1.2  112    Application Data
    526 851.016425     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=2031 Ack=7632 Win=131072 Len=1374 TSval=2928688028 TSecr=2289709443 [TCP segment of a reassembled PDU]
    527 851.016427     149.43.220.33         17.248.185.229        TCP      740    59300 → 443 [PSH, ACK] Seq=3405 Ack=7632 Win=131072 Len=674 TSval=2928688028 TSecr=2289709443 [TCP segment of a reassembled PDU]
    528 851.016530     17.248.241.207        149.43.220.33         TCP      66     443 → 59299 [ACK] Seq=7863 Ack=877 Win=64512 Len=0 TSval=2400048646 TSecr=3907521038
    529 851.017408     149.43.220.33         17.248.185.229        TLSv1.2  340    Application Data
    530 851.023977     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    531 851.023977     142.251.32.97         149.43.220.33         TLSv1.3  624    Application Data
    532 851.023978     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    533 851.023978     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    534 851.024259     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=3453 Ack=12181 Win=126336 Len=0 TSval=3214435261 TSecr=3161345250
    535 851.024262     149.43.220.33         142.251.32.97         TCP      66     [TCP Window Update] 59301 → 443 [ACK] Seq=3453 Ack=12181 Win=131072 Len=0 TSval=3214435261 TSecr=3161345250
    536 851.024855     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    537 851.024856     142.251.32.97         149.43.220.33         TLSv1.3  450    Application Data
    538 851.024936     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=3453 Ack=13939 Win=129280 Len=0 TSval=3214435261 TSecr=3161345251
    539 851.050790     149.43.220.33         142.251.32.97         TLSv1.3  622    Application Data
    540 851.050888     149.43.220.33         142.251.32.97         TCP      1440   59301 → 443 [ACK] Seq=4009 Ack=13939 Win=131072 Len=1374 TSval=3214435288 TSecr=3161345251 [TCP segment of a reassembled PDU]
    541 851.050891     149.43.220.33         142.251.32.97         TCP      740    59301 → 443 [PSH, ACK] Seq=5383 Ack=13939 Win=131072 Len=674 TSval=3214435288 TSecr=3161345251 [TCP segment of a reassembled PDU]
    542 851.050914     149.43.220.33         142.251.32.97         TLSv1.3  333    Application Data
    543 851.063580     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=13939 Ack=4009 Win=78848 Len=0 TSval=3161345288 TSecr=3214435288
    544 851.063581     142.251.32.97         149.43.220.33         TCP      74     443 → 59301 [ACK] Seq=13939 Ack=5383 Win=81664 Len=0 TSval=3161345288 TSecr=3214435288
    545 851.063581     142.251.32.97         149.43.220.33         TCP      74     443 → 59301 [ACK] Seq=13939 Ack=6057 Win=84480 Len=0 TSval=3161345288 TSecr=3214435288
    546 851.063581     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=13939 Ack=6324 Win=87296 Len=0 TSval=3161345288 TSecr=3214435288
    547 851.067671     17.248.185.229        149.43.220.33         TCP      78     [TCP Dup ACK 521#1] 443 → 59300 [ACK] Seq=7632 Ack=611 Win=64768 Len=0 TSval=2289709497 TSecr=2928688027 SLE=1985 SRE=2031
    548 851.067671     17.248.185.229        149.43.220.33         TCP      74     443 → 59300 [ACK] Seq=7632 Ack=2031 Win=64128 Len=0 TSval=2289709497 TSecr=2928688028
    549 851.067672     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=7632 Ack=4079 Win=62720 Len=0 TSval=2289709497 TSecr=2928688028
    550 851.068788     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=7632 Ack=4353 Win=64128 Len=0 TSval=2289709498 TSecr=2928688028
    551 851.073484     17.248.241.207        149.43.220.33         TCP      1440   443 → 59299 [ACK] Seq=7863 Ack=877 Win=64512 Len=1374 TSval=2400048702 TSecr=3907521038 [TCP segment of a reassembled PDU]
    552 851.073484     17.248.241.207        149.43.220.33         TCP      1440   443 → 59299 [PSH, ACK] Seq=9237 Ack=877 Win=64512 Len=1374 TSval=2400048702 TSecr=3907521038 [TCP segment of a reassembled PDU]
    553 851.073485     17.248.241.207        149.43.220.33         TLSv1.2  640    Application Data
    554 851.073583     149.43.220.33         17.248.241.207        TCP      66     59299 → 443 [ACK] Seq=877 Ack=11185 Win=127744 Len=0 TSval=3907521147 TSecr=2400048702
    555 851.073585     149.43.220.33         17.248.241.207        TCP      66     [TCP Window Update] 59299 → 443 [ACK] Seq=877 Ack=11185 Win=131072 Len=0 TSval=3907521147 TSecr=2400048702
    556 851.118107     149.43.220.33         149.43.134.83         DNS      80     Standard query 0x0d4a HTTPS bag.itunes.apple.com
    557 851.118213     149.43.220.33         149.43.134.83         DNS      80     Standard query 0x1023 A bag.itunes.apple.com
    558 851.122358     149.43.134.83         149.43.220.33         DNS      290    Standard query response 0x0d4a HTTPS bag.itunes.apple.com CNAME init-cdn.itunes-apple.com.akadns.net CNAME itunes.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net SOA n0dsce9.akamaiedge.net
    559 851.122359     149.43.134.83         149.43.220.33         DNS      227    Standard query response 0x1023 A bag.itunes.apple.com CNAME init-cdn.itunes-apple.com.akadns.net CNAME itunes.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net A 23.192.110.49
    560 851.122896     149.43.220.33         149.43.134.83         DNS      85     Standard query 0xe01f HTTPS e673.dsce9.akamaiedge.net
    561 851.123027     149.43.220.33         107.20.137.119        TCP      301    [TCP ACKed unseen segment] [TCP Retransmission] 59296 → 443 [PSH, ACK] Seq=1 Ack=2 Win=2048 Len=235 TSval=2431282243 TSecr=585664031
    562 851.125014     149.43.134.83         149.43.220.33         DNS      164    Standard query response 0xe01f HTTPS e673.dsce9.akamaiedge.net SOA n0dsce9.akamaiedge.net
    563 851.138358     17.248.185.229        149.43.220.33         TCP      1440   443 → 59300 [ACK] Seq=7632 Ack=4353 Win=64128 Len=1374 TSval=2289709567 TSecr=2928688028 [TCP segment of a reassembled PDU]
    564 851.138361     17.248.185.229        149.43.220.33         TCP      1440   443 → 59300 [PSH, ACK] Seq=9006 Ack=4353 Win=64128 Len=1374 TSval=2289709567 TSecr=2928688028 [TCP segment of a reassembled PDU]
    565 851.138361     17.248.185.229        149.43.220.33         TCP      1440   443 → 59300 [ACK] Seq=10380 Ack=4353 Win=64128 Len=1374 TSval=2289709567 TSecr=2928688028 [TCP segment of a reassembled PDU]
    566 851.138362     17.248.185.229        149.43.220.33         TLSv1.2  1204   Application Data
    567 851.138519     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=4353 Ack=12892 Win=125760 Len=0 TSval=2928688150 TSecr=2289709567
    568 851.138522     149.43.220.33         17.248.185.229        TCP      66     [TCP Window Update] 59300 → 443 [ACK] Seq=4353 Ack=12892 Win=131072 Len=0 TSval=2928688150 TSecr=2289709567
    569 851.159750     149.43.220.33         23.192.110.49         TCP      78     59302 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3364159132 TSecr=0 SACK_PERM=1
    570 851.172332     23.192.110.49         149.43.220.33         TCP      74     443 → 59302 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1386 SACK_PERM=1 TSval=528303776 TSecr=3364159132 WS=128
    571 851.172881     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=1 Ack=1 Win=131904 Len=0 TSval=3364159145 TSecr=528303776
    572 851.172884     149.43.220.33         23.192.110.49         TLSv1.3  583    Client Hello
    573 851.174602     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    574 851.174603     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    575 851.174692     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=6324 Ack=16687 Win=128320 Len=0 TSval=3214435411 TSecr=3161345400
    576 851.174694     149.43.220.33         142.251.32.97         TCP      66     [TCP Window Update] 59301 → 443 [ACK] Seq=6324 Ack=16687 Win=131072 Len=0 TSval=3214435411 TSecr=3161345400
    577 851.174725     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    578 851.174983     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=6324 Ack=18061 Win=129664 Len=0 TSval=3214435411 TSecr=3161345400
    579 851.175624     142.251.32.97         149.43.220.33         TLSv1.3  1440   Application Data
    580 851.175624     142.251.32.97         149.43.220.33         TLSv1.3  450    Application Data
    581 851.175748     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=6324 Ack=19819 Win=129280 Len=0 TSval=3214435413 TSecr=3161345401
    582 851.185389     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=528303789 TSecr=3364159145
    583 851.186721     23.192.110.49         149.43.220.33         TLSv1.3  1440   Server Hello, Change Cipher Spec, Application Data
    584 851.186722     23.192.110.49         149.43.220.33         TCP      1440   443 → 59302 [PSH, ACK] Seq=1375 Ack=518 Win=64768 Len=1374 TSval=528303790 TSecr=3364159145 [TCP segment of a reassembled PDU]
    585 851.186723     23.192.110.49         149.43.220.33         TCP      1414   443 → 59302 [PSH, ACK] Seq=2749 Ack=518 Win=64768 Len=1348 TSval=528303790 TSecr=3364159145 [TCP segment of a reassembled PDU]
    586 851.187668     23.192.110.49         149.43.220.33         TCP      1440   443 → 59302 [ACK] Seq=4097 Ack=518 Win=64768 Len=1374 TSval=528303791 TSecr=3364159145 [TCP segment of a reassembled PDU]
    587 851.203255     149.43.220.33         23.22.254.206         TCP      1419   [TCP Retransmission] 59298 → 443 [PSH, ACK] Seq=1996 Ack=4218 Win=131072 Len=1353 TSval=2505463283 TSecr=3730858728
    588 851.218464     23.192.110.49         149.43.220.33         TCP      1440   443 → 59302 [ACK] Seq=5471 Ack=518 Win=64768 Len=1374 TSval=528303821 TSecr=3364159145 [TCP segment of a reassembled PDU]
    589 851.256972     149.43.220.33         142.251.32.97         TLSv1.3  614    Application Data
    590 851.257113     149.43.220.33         142.251.32.97         TLSv1.3  856    Application Data
    591 851.259299     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=518 Ack=4097 Win=127808 Len=0 TSval=3364159231 TSecr=528303790
    592 851.259302     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=518 Ack=5471 Win=126400 Len=0 TSval=3364159231 TSecr=528303791
    593 851.259304     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=518 Ack=6845 Win=125056 Len=0 TSval=3364159231 TSecr=528303821
    594 851.259305     149.43.220.33         23.192.110.49         TCP      66     [TCP Window Update] 59302 → 443 [ACK] Seq=518 Ack=6845 Win=131072 Len=0 TSval=3364159231 TSecr=528303821
    595 851.264477     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=4353 Ack=12892 Win=131072 Len=1374 TSval=2928688276 TSecr=2289709567 [TCP segment of a reassembled PDU]
    596 851.264481     149.43.220.33         17.248.185.229        TLSv1.2  110    Application Data
    597 851.264595     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=5771 Ack=12892 Win=131072 Len=1374 TSval=2928688276 TSecr=2289709567 [TCP segment of a reassembled PDU]
